0,60
1,60
2,60
3,60
4,60
5,60
6,60
7,60
8,60
9,60
10,60
11,60
12,60
13,60
14,60
15,60
16,60
17,60
18,60
19,60
20,60
21,60
22,60
23,60
24,60
25,60
26,60
27,60
28,60
29,60
30,60
31,60
32,60
33,60
34,60
35,60
36,60
37,60
38,60
39,60
40,60
41,60
42,60
43,60
44,60
45,60
46,60
47,60
48,60
49,60
50,60
51,60
52,60
53,60
54,60
55,60
56,60
57,60
58,60
59,59
60,59
61,59
62,59
63,59
64,59
65,59
66,59
67,59
68,59
69,59
70,59
71,59
72,59
73,59
74,59
75,59
76,59
77,59
78,59
79,59
80,59
81,59
82,59
83,59
84,59
85,59
86,59
87,59
88,59
89,59
90,59
91,59
92,59
93,59
94,59
95,59
96,59
97,59
98,59
99,59
100,59
101,59
102,59
103,59
104,59
105,59
106,59
107,59
108,59
109,59
110,59
111,59
112,59
113,59
114,59
115,59
116,59
117,59
118,59
119,59
120,59
121,59
122,59
123,59
124,59
125,59
126,59
127,59
128,59
129,59
130,59
131,59
132,59
133,59
134,59
135,59
136,59
137,59
138,59
139,59
140,59
141,59
142,59
143,59
144,59
145,59
146,59
147,59
148,59
149,59
150,59
151,59
152,59
153,59
154,59
155,59
156,59
157,59
158,59
159,59
160,59
161,59
162,59
163,59
164,59
165,59
166,59
167,59
168,59
169,59
170,59
171,59
172,59
173,59
174,59
175,59
176,59
177,59
178,59
179,59
180,59
181,59
182,59
183,59
184,59
185,59
186,59
187,59
188,59
189,59
190,59
191,59
192,59
193,59
194,59
195,59
196,59
197,59
198,59
199,59
200,59
201,59
202,59
203,59
204,59
205,59
206,59
207,59
208,59
209,60
210,60
211,60
212,60
213,60
214,60
215,60
216,60
217,60
218,60
219,60
220,60
221,60
222,60
223,60
224,60
225,60
226,60
227,60
228,60
229,60
230,60
231,60
232,60
233,60
234,60
235,60
236,60
237,60
238,60
239,61
240,61
241,61
242,61
243,61
244,61
245,61
246,61
247,61
248,61
249,61
250,61
251,61
252,61
253,61
254,61
255,61
256,61
257,61
258,61
259,62
260,62
261,62
262,62
263,62
264,62
265,62
266,62
267,62
268,62
269,63
270,63
271,63
272,63
273,63
274,63
275,63
276,63
277,63
278,63
279,63
280,63
281,63
282,63
283,63
284,63
285,63
286,63
287,63
288,63
289,64
290,64
291,64
292,64
293,64
294,64
295,64
296,64
297,64
298,64
299,64
300,64
301,64
302,64
303,64
304,64
305,64
306,64
307,64
308,64
309,65
310,65
311,65
312,65
313,65
314,65
315,65
316,65
317,65
318,65
319,65
320,65
321,65
322,65
323,65
324,65
325,65
326,65
327,65
328,65
329,66
330,66
331,66
332,66
333,66
334,66
335,66
336,66
337,66
338,66
339,66
340,66
341,66
342,66
343,66
344,66
345,66
346,66
347,66
348,66
349,66
350,66
351,66
352,66
353,66
354,66
355,66
356,66
357,66
358,66
359,67
360,67
361,67
362,67
363,67
364,67
365,67
366,67
367,67
368,67
369,67
370,67
371,67
372,67
373,67
374,67
375,67
376,67
377,67
378,67
379,67
380,67
381,67
382,67
383,67
384,67
385,67
386,67
387,67
388,67
389,68
390,68
391,68
392,68
393,68
394,68
395,68
396,68
397,68
398,68
399,68
400,68
401,68
402,68
403,68
404,68
405,68
406,68
407,68
408,68
409,68
410,68
411,68
412,68
413,68
414,68
415,68
416,68
417,68
418,68
419,69
420,69
421,69
422,69
423,69
424,69
425,69
426,69
427,69
428,69
429,69
430,69
431,69
432,69
433,69
434,69
435,69
436,69
437,69
438,69
439,69
440,69
441,69
442,69
443,69
444,69
445,69
446,69
447,69
448,69
449,70
450,70
451,70
452,70
453,70
454,70
455,70
456,70
457,70
458,70
459,70
460,70
461,70
462,70
463,70
464,70
465,70
466,70
467,70
468,70
469,71
470,71
471,71
472,71
473,71
474,71
475,71
476,71
477,71
478,71
479,71
480,71
481,71
482,71
483,71
484,71
485,71
486,71
487,71
488,71
489,72
490,72
491,72
492,72
493,72
494,72
495,72
496,72
497,72
498,72
499,72
500,72
501,72
502,72
503,72
504,72
505,72
506,72
507,72
508,72
509,72
510,72
511,72
512,72
513,72
514,72
515,72
516,72
517,72
518,72
519,73
520,73
521,73
522,73
523,73
524,73
525,73
526,73
527,73
528,73
529,73
530,73
531,73
532,73
533,73
534,73
535,73
536,73
537,73
538,73
539,74
540,74
541,74
542,74
543,74
544,74
545,74
546,74
547,74
548,74
549,74
550,74
551,74
552,74
553,74
554,74
555,74
556,74
557,74
558,74
559,74
560,74
561,74
562,74
563,74
564,74
565,74
566,74
567,74
568,74
569,75
570,75
571,75
572,75
573,75
574,75
575,75
576,75
577,75
578,75
579,75
580,75
581,75
582,75
583,75
584,75
585,75
586,75
587,75
588,75
589,75
590,75
591,75
592,75
593,75
594,75
595,75
596,75
597,75
598,75
599,76
600,76
601,76
602,76
603,76
604,76
605,76
606,76
607,76
608,76
609,76
610,76
611,76
612,76
613,76
614,76
615,76
616,76
617,76
618,76
619,76
620,76
621,76
622,76
623,76
624,76
625,76
626,76
627,76
628,76
629,78
630,78
631,78
632,78
633,78
634,78
635,78
636,78
637,78
638,78
639,79
640,79
641,79
642,79
643,79
644,79
645,79
646,79
647,79
648,79
649,79
650,79
651,79
652,79
653,79
654,79
655,79
656,79
657,79
658,79
659,79
660,79
661,79
662,79
663,79
664,79
665,79
666,79
667,79
668,79
669,79
670,79
671,79
672,79
673,79
674,79
675,79
676,79
677,79
678,79
679,79
680,79
681,79
682,79
683,79
684,79
685,79
686,79
687,79
688,79
689,79
690,79
691,79
692,79
693,79
694,79
695,79
696,79
697,79
698,79
699,80
700,80
701,80
702,80
703,80
704,80
705,80
706,80
707,80
708,80
709,80
710,80
711,80
712,80
713,80
714,80
715,80
716,80
717,80
718,80
719,80
720,80
721,80
722,80
723,80
724,80
725,80
726,80
727,80
728,80
729,80
730,80
731,80
732,80
733,80
734,80
735,80
736,80
737,80
738,80
739,80
740,80
741,80
742,80
743,80
744,80
745,80
746,80
747,80
748,80
749,80
750,80
751,80
752,80
753,80
754,80
755,80
756,80
757,80
758,80
759,80
760,80
761,80
762,80
763,80
764,80
765,80
766,80
767,80
768,80
769,80
770,80
771,80
772,80
773,80
774,80
775,80
776,80
777,80
778,80
779,80
780,80
781,80
782,80
783,80
784,80
785,80
786,80
787,80
788,80
789,80
790,80
791,80
792,80
793,80
794,80
795,80
796,80
797,80
798,80
799,80
800,80
801,80
802,80
803,80
804,80
